EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
107;Bibliothèque Teisseire-Malherbe;12 Allée Charles Pranard;www.bm-grenoble.fr;Culture;Bibliothèques;12353;04 76 86 52 00;bm.teisseire@bm-grenoble.fr;Mardi: 15h-18h30 Mercredi: 10h-12h, 14h-18h Vendredi: 15h-18h30 Samedi: 10h-12h30 et 14h-17h Vacances scolaires: Mardi: 15h-18h30 Mercredi:10h-12h et  14h-18h Vendredi: 15h-18h30 Samedi: 14h-17h. Fermeture le samedi de Paques;<p>Tout public.</p> <ul> <li>Livres, presse, livres audio pour enfants et adultes, DVD.</li> <li>Consultation d'Internet (6 postes).</li> <li>Expositions, rencontres, lectures, animations jeux vidéo.</li> <li>Accueil de groupes, sur rendez-vous.</li> <li>Heure du conte un mercredi par mois à 10h.</li> <li>Club lecture un samedi par mois de 10h à 12h.</li> <li>Animations Wii accessibles sans réservation un mercredi par mois de 15h à 17h, et un vendredi par mois de 16h à 18h</li> </ul> <p> </p> <p>Tram : A, arrêt Malherbe<br>Bus : lignes C5, C4<br>Parkings gratuits à proximité.</p>;
1640;Jardins des Vallons;22 Allée Aloyzi Kospicki;;Espaces verts et nature;Parcs et Jardins;13123;;;;;
46;Poste Foch;61 Boulevard Maréchal Foch;;Institutions et Services Publics;Postes;7433;04 76 84 26 40;;;;
609;Terrain de boules Malherbe Louis Jouvet;24 Place Louis Jouvet;;Sports et Loisirs;Terrains de boules;6817;04 76 23 48 00;;;;
576;Piscine Vaucanson;24 Rue Louise Michel;;Sports et Loisirs;Piscines;6920;04 76 96 62 97;piscine.municipale@ville-grenoble.fr; Ouverte exclusivement aux scolaires et aux associations sportives;<p>Piscine couverte, grand bassin de 25m x 12,5m(5 lignes), profondeur de 1,8 à 3,1m, petit bassin de 12,5m à 12,5m, profondeur de 0,6 à 1,2m.</p> <p>Accès: bus : lignes 32 et 1</p> <p><strong>Conditions d'accès</strong></p> <ul> <li>Port du maillot de bain traditionnel obligatoire. Port du bonnet de bain conseillé.</li> <li>Accès interdit aux enfants de moins de 8 ans non accompagné d'un adulte</li> </ul> <p> </p>;
1368;Maison des Habitants du secteur 3;68 BIS Rue Anatole France;www.grenoble.fr;Institutions et Services Publics;Services municipaux;13044;04 76 20 53 90;antenne3.mairie@ville-grenoble.fr;Lundi, mardi, mercredi et vendredi : 8h30-12h / 13h30-17h30 Jeudi : 8h30-12h / 16h-17h30 Dépôt des dossiers de carte d'identité et de passeport de 8h30 à 11h30 et de 13h30 à 17h. Le jeudi de 16h à 17h.;<p><strong>PUBLIC ACCUEILLI : </strong>Tous publics</p> <p><strong>SERVICES ET ACTIVITÉS PROPOSÉS<br></strong><br><strong>Accès aux droits / Prestations sociales</strong></p> <ul> <li>Permanences juridiques</li> <li>Permanence écrivain public</li> <li>Permanence Actis</li> <li>Tarification solidaire TAG</li> <li>Psychologue point écoute</li> <li>Pôle d'Animation Gérontologique et Intergénérationnel (PAGI)</li> <li>Dispositif avant' âge</li> <li>Permanence des CESF du Pôle Inclusion Financière</li> </ul> <p><strong>Enfance / Familles</strong></p> <ul> <li>Accompagnement à la scolarité</li> <li>Programme Malin</li> <li>Accompagnement et Aides aux vacances</li> <li>Espace 0-6 ans (localisé au centre social des Eaux Claires)</li> <li>RAM (localisé au centre social des Eaux Claires)</li> <li>Atelier p'tits pots</li> </ul> <p><strong>Développement social / Activités</strong></p> <ul> <li>Paniers solidaires</li> <li>Pass culture</li> <li>Réseau d'Echanges Réciproques de Savoirs (localisé au Centre Social des Eaux Claires)</li> <li>Atelier apprentissage du français</li> <li>Accompagnement social</li> <li>Soutien aux initiatives d'Habitants : aide au montage de projets, Fonds de Participation des Habitants</li> <li>P'tits dèj</li> <li>Atelier couture</li> <li>Jardins collectifs</li> <li>Atelier apprentissage du français</li> <li>Marche active</li> <li>Atelier Intergénérationnel</li> <li>Comité d'usagers</li> </ul> <p><strong>Démarches administratives<br></strong></p> <ul> <li>Carte Nationale d'Identité</li> <li>Passeport</li> <li>Etat Civil</li> <li>Inscription aux élections</li> <li>Inscription cantines scolaires, écoles élémentaires, activités sportives</li> <li>Autres formalités administratives</li> </ul> <p><strong>Autres</strong></p> <ul> <li>Prêt de salles</li> <li>Cadre de vie (suivi et entretien de l'espace public, maintenance des équipements et bâtiments municipaux ... )</li> </ul> <p><strong>ASSOCIATIONS ET STRUCTURES HEBERGEES / PARTENAIRES<br></strong></p> <ul> <li>Association Pass (Apprentissage du français et accompagnement à la scolarité)</li> <li>Service de santé scolaire (ville de Grenoble)</li> <li>Service Local de Solidarité Sud-Ouest (Conseil Général)</li> </ul>;
118;Maison de l'Architecture;1 Quai Stéphane Jay;www.ma38.org;Culture;Lieux d'exposition et galeries;10576;04 76 54 29 97;contact@ma38.org;;;
1409;Terrain de boules Joseph Vallier;9 Rue Docteur Greffier;;Sports et Loisirs;Terrains de boules;1515;;;Accés libre.;;
537;Gymnase Joseph Vallier;9 Rue Docteur Greffier;;Sports et Loisirs;Centres sportifs et gymnases;1515;04 76 96 51 94;;;<p>Construit en 1970, réhabilité en 2005.Salle omnisport specialisée en gymnastyique, Trumbling, Trampoline.</p>;
1407;Terrain de basket Joseph Vallier;9 Rue Docteur Greffier;;Sports et Loisirs;Terrains multisport de plein air;1515;;philippe.meillere@ville-grenoble.fr;Accés libre.;;
1408;Terrain de handball Joseph Vallier;9 Rue Docteur Greffier;;Sports et Loisirs;Terrains multisport de plein air;1515;;philippe.meillere@ville-grenoble.fr;Accés libre.;;
507;Centre de Santé Baladins-Géants;64 Place des Géants;;Santé;Centres de santé;4683;04 76 22 14 52;;De 8h30 à 12h et de 14h à 19h du lundi au vendredi. Le samedi de 9h à 12h.;Médecine générale et soins infirmiers.;
1402;Unité Territoriale 38 - DIRECCTE;1 Avenue Marie Reynoard;dd38.travail-ra.fr/;Institutions et Services Publics;Economie et emploi;7609;04 56 58 38 38;;;<p>Renseignements droit du travail : 04 76 63 35 35 - Conventions collectives : 04 56 58 38 10. Tram ligne A, arrêt Malherbe.</p>;
1369;Poste Géants;66 Place des Géants;;Institutions et Services Publics;Postes;4679;36 61;;;;
513;Clinique des Alpes;31 Rue Alexandre Dumas;;Santé;Hôpitaux et cliniques;2032;04 76 70 88 00;;;;
200;Marché Saint-Bruno;1 Place Saint Bruno;;Marchés et Brocantes;Marchés;10018;;;Du mardi au dimanche de 6h à 13h et le vendredi jusqu'à 15h.;<p>Produits alimentaires et produits manufacturés.</p>;
328;Lycée professionnel Guynemer;56 Avenue Marcelin Berthelot;www.ac-grenoble.fr/guynemer/;Education;Enseignement secondaire public;7338;04 76 09 74 18;;;;
48;Poste Grand'Place;45 Grand Place;;Institutions et Services Publics;Postes;3285;04 38 49 86 70;;;;
2566;Agence de Mobilité StationMobile;15 Boulevard Joseph Vallier;www.tag.fr/97-les-agences-commerciales.htm;Déplacement et Stationnement;Transports;13062;;;Toute l'année (sauf de mi-juillet à mi-août) : du lundi au vendredi de 8h30 à 18h30.De mi-juillet à mi-août : du lundi au vendredi de 9h30 à 17h30.;<p><strong>Accès :</strong><br>Lignes C et 12 - arrêt Vallier   Docteur Calmette<br>Lignes C, E et 17 - arrêt Vallier   Libération</p>;
517;Clinique Mutualiste des Eaux Claires;8 Rue Docteur Calmette;;Santé;Hôpitaux et cliniques;1500;04 76 70 70 00;;;;
699;Halle Clémenceau;40 Boulevard Clémenceau;;Sports et Loisirs;Centres sportifs et gymnases;1186;04 76 54 56 03;;8h-22h en semaine et le week-end lors de manifestations sportives et festives.;<p>Construite en 1963, la Halle Clémenceau est une salle omnisports de 2042 places pouvant accueillir des manifestations sportives et festives.</p>;
1360;Centre Régional Oeuvres Universitaires Scolaires (CROUS);5 Rue d'Arsonval;;Education;Services éducatifs;9717;08 10 06 40 69;;;;
6;SPL Eaux de Grenoble Alpes;6 Rue Colonel Dumont;;Institutions et Services Publics;Administrations et services locaux;1347;;;;;
333;Ecole d'Architecture;60 Avenue de Constantine;www.grenoble.archi.fr/;Education;Enseignement supérieur;4076;04 76 69 83 00;info@grenoble.archi.fr;;;
781;Service municipal de désinfection;11 Chemin de Halage;;Institutions et Services Publics;Services municipaux;3480;;;;;
2880;Jean Macé Bureau 1;1 Rue Joseph Lyonnaz;;Institutions et Services Publics;Bureaux de vote;5531;;;;;
220;Ecole élémentaire Jean Macé;1 Rue Joseph Lyonnaz;www.ac-grenoble.fr/jmace/;Education;Ecoles élémentaires;5531;04 76 46 57 25;;;;
261;Ecole maternelle Jean Macé;1 Rue Joseph Lyonnaz;;Education;Ecoles maternelles;5531;;;;;
126;Musée de la Résistance et de la Déportation de l’Isère. Maison des droits de l’Homme ;14 Rue Hébert;www.resistance-en-isere.fr;Culture;Musées et centres d'art;3516;04 76 42 38 53;musee.mdr@cg38.fr;Tous les jours sauf le mardi matin : lundi, mercredi, jeudi, vendredi : 9h-18h / mardi : 13h30-18h Samedi - dimanche : 10h-18h Fermé les 1er janvier, 1er mai et 25 décembre;<p>Le Musée de la Résistance et de la Déportation de l'Isère retrace les événements marquants de l'histoire locale, replacés dans le contexte historique français et mondial.</p> <p>Initié au cours des années soixante par des résistants, des déportés et des enseignants, le Musée de la Résistance et de la Déportation devient départemental en 1994. Musée d'histoire, il a pour vocation de donner à comprendre les années 1939-1945 à partir des faits et des vécus locaux et de transmettre les valeurs au nom desquelles des hommes et des femmes ont combattu l'occupant nazi et l'État français du maréchal Pétain.<br>La collection exceptionnelle d'objets, photographies, documents audiovisuels et témoignages est mise en valeur par une muséographie moderne, où émotion et réflexion sont sollicitées.</p>;
262;Ecole maternelle Jean Racine;4 Rue Cardinal Le Camus;;Education;Ecoles maternelles;583;04 76 25 24 24;;;;
2661;Crèche Parentale Chez Pom Flore et Alexandre;29 Rue des Arts et Métiers;www.pomflore.fr;Petite Enfance;Espaces Petite Enfance non municipaux;13687;04 76 84 07 89;;;<p>Crèche et Halte-Garderie associative à participation parentale. Capacité d'accueil : 40 enfants.</p>;
1403;Gaz Electricité de Grenoble (Agence commerciale);5 Place Vaucanson;www.geg.fr;Institutions et Services Publics;Administrations et services locaux;11098;04 76 84 20 00;accueil-particuliers@geg.fr;Du lundi au vendredi de 8h15 à 19h. Le samedi de 8h15 à 17h30.;;
2240;SPL Eau de Grenoble Alpes;5 Place Vaucanson;;Institutions et Services Publics;Administrations et services locaux;11098;;;;;
1410;Terrain de basket Valérien Perrin;25 Rue de New York;;Sports et Loisirs;Terrains multisport de plein air;8440;;philippe.meillere@ville-grenoble.fr;Accés libre.;;
361;Parc de Marliave;41 Rue Marx Dormoy;;Espaces verts et nature;Parcs et Jardins;7724;;;;;
286;Ecole maternelle Sidi Brahim;47 BIS Rue Sidi-Brahim;;Education;Ecoles maternelles;10386;04 76 96 20 29;;;;
484;EAJE Les Castors;27 BIS Rue Général Mangin;;Petite Enfance;Espaces Petite Enfance municipaux;4824;04 76 50 36 47;eaje.lescastors@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi pour l'accueil régulier familial. Pour l'accueil occasionnel : le lundi de 13h30 à 17h, du mardi au vendredi de 8h30 à 12h et de 13h50 à 17h. Possibilité de journées continues les mercredis et vendredis entre 8h30 et 17h.;<p>Accueil régulier à temps plein et à temps partiel et accueil occasionnel. Capacité d'accueil : 66 enfants.</p>;
413;Centre d'Accueil Intercommunal;12 Rue Henri Tarze;;Solidarité;Hébergement d'urgence;3664;04 76 46 38 79;cai@ccas-grenoble.fr;24h / 24h et 7j/7j;<p>Le Centre d'Accueil Intercommunal compte 64 places. Il est divisé en trois unités de vie distinctes : une pour les hommes, une pour les femmes, et une pour les famille. Accès par badges. Espaces collectifs de convivialité.</p>;
691;Terrain de boules Ile-Verte;16 Chemin de Ronde;;Sports et Loisirs;Terrains de boules;9946;;;Accés libre.;<p>8 jeux en plein air.</p>;
482;EAJE Villeneuve;123 Galerie de l'Arlequin;;Petite Enfance;Espaces Petite Enfance municipaux;9618;04 76 40 76 77;cc.villeneuve@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi pour l'accueil régulier. De 8h30 à 12h15  et de 13h30 à 17h15 du lundi au vendredi pour l'accueil occasionnel.;Accueil régulier à temps plein et partiel et accueil occasionnel. Capacité d'accueil : 65 enfants (dont 16 en accueil occasionnel). Unités inter-âges.;
2038;Teisseire Bureau 1 à 2;22 Avenue Teisseire;;Institutions et Services Publics;Bureaux de vote;10664;;;8h - 20h;;
221;Ecole élémentaire Jean Racine;22 Avenue Teisseire;;Education;Ecoles élémentaires;10664;04 76 25 22 67;;;;
983;Stade des Alpes;3 Boulevard Jean Pain;;Sports et Loisirs;Stades;5071;;;;;
1642;Salle Noire;19 Rue des Arts et Métiers;;Culture;Théâtres et salles de spectacle;15906;06 16 82 87 78;;;<p>La Salle Noire est un laboratoire populaire de création artistique et culturelle habité par le collectif des Barbarins Fourchus</p> <p><a id=\7863\ href=\#\ title=\Les Barbarins Fourchus\ ancre=\\ typelien=\LienExterne\ libelle_ancre=\\>Les Barbarins Fourchus</a> ont reçu le soutien en 2011 du Ministère de la Culture et Communication (Drac Rhône Alpes), de la Région Rhône Alpes, du Département de l'Isère et de la Ville de Grenoble.</p> <p> </p>;
848;Plateforme Jeunesse;14 Avenue Paul Cocat;;Sports et Loisirs;Equipements socioculturels;8822;04 76 63 29 87;espace.jeunes@grenoble.fr;Mardi et jeudi de 17 h à 21 h 30, mercredi et samedi de 14 h à 17 h.;<p>La Plateforme Jeunesse est un équipement socio-culturel qui acceuille des jeunes de 11 à 17 ans et qui propose des activités tout au long de l'année y compris pendant les vacances scolaires.</p> <p><a id=\11500\ href=\#\ title=\\ ancre=\\ typelien=\LienDocument\ libelle_ancre=\\><span class=\puceBleueMini\> </span>Programme Passerelle pour les 11-13 ans</a><br><a id=\11501\ href=\#\ title=\\ ancre=\\ typelien=\LienDocument\ libelle_ancre=\\><span class=\puceBleueMini\> </span>Programme Plateforme pour les 14-17 ans</a></p> <p><a id=\11501\ href=\#\ title=\Programme Plateforme 11-25 ans\ class=\pucebleuemini\ ancre=\\ typelien=\LienDocument\ libelle_ancre=\\>Programme janvier-février-mars 2013 pour les 11-25 ans</a><br><a id=\12388\ href=\#\ title=\Tarifs plateforme jeunesse\ class=\pucebleuemini\ ancre=\\ typelien=\LienDocument\ libelle_ancre=\\>Tarifs plateforme jeunesse</a></p>;
316;Collège et Lycée Stendhal;1 BIS Place Jean Achard;www.ac-grenoble.fr/stendhal/;Education;Enseignement secondaire public;3957;04 76 54 83 83;;;Enseignement général.;
661;Téléphérique de la Bastille;3 Quai Stéphane Jay;www.bastille-grenoble.com;Institutions et Services Publics;Tourisme et congrès;10581;04 76 44 33 65;contact@bastille-grenoble.com;Consulter le site internet : http://www.bastille-grenoble.com;<p><strong>Fermeture annuelle du Téléphérique du dimanche 4 janvier à 18h30 jusqu'au vendredi 30 janvier 2015 à 19h30.</strong><br><strong>Réouverture le vendredi 30 janvier 2015 à 19h30.</strong></p> <p>Comme chaque année, durant ces quatre semaines, l'attention se focalise sur l'entretien et la sécurité régulièrement,à la même époque, les révisions et les travaux de maintenance sont effectués sous la direction du personnel de la Régie du Téléphérique.</p> <p>Rendez-vous sur le site internet de la Régie du Téléphérique pour retrouver toutes les informations techniques et historiques de la forteresse à la remontée mécanique, d'hier à aujourd'hui.</p>;
735;EAJE Armand;22 Rue Henri Debraye;;Petite Enfance;Espaces Petite Enfance municipaux;12093;04 76 70 17 32;epe.armand@ccas-grenoble.fr;Accueil régulier : de 7h à 19h du lundi au vendredi. Accueil occasionnel : de 8h30 à 17h30 du lundi au vendredi ou en fonction des besoins. Possibilité de journées continues du lundi au vendredi en accueil occasionnel.;Accueil régulier à temps plein ou à temps partiel et accueil occasionnel. Capacité d'accueil : 30 enfants.;
2702;Actis - Direction Territoriale Marie Reynoard;32 Avenue Marie Reynoard;;Solidarité;Logements sociaux;7589;;;;;
1448;Terrain de basket Le Verderet;32 Avenue Marie Reynoard;;Sports et Loisirs;Terrains multisport de plein air;7589;04 76 23 48 00;antonio.gallego@ville-grenoble.fr;Accés libre.;;
1438;Salle de judo Prémol;32 Avenue Marie Reynoard;;Sports et Loisirs;Equipements sportifs spécifiques;7589;04 76 23 48 00;;;;
1662;Maison des Avocats;45 Rue Pierre Sémard;www.ordre-grenoble.avocats.fr;Institutions et Services Publics;Justice;9196;04 76 15 10 36;;Du lundi au vendredi de 9h à 17h.;<p><strong>Permanence juridique concernant uniquement le Droit des étrangers : </strong></p> <p><strong>Le 1er vendredi du mois de 14h à 15h30.<br>Sans rendez-vous, se présenter à partir de 13h30.<br></strong></p>;
797;Théâtre de Fortune;10 Rue Saint Laurent;;Culture;Théâtres et salles de spectacle;10138;04 76 44 82 78;;;;
17;Consulat d'Algérie;6 Chemin du Commerce;www.orientalement.com/78-consulat-a-grenoble.html;Institutions et Services Publics;International;1470;04 76 54 30 18;;;;
1359;Résidence étudiante de la Magnanerie;23 Rue de la Magnanerie;www.crous-grenoble.fr/;Education;Services éducatifs;7080;;;;;
318;Collège Les Saules;120 Place des Géants;;Education;Enseignement secondaire public;4665;04 76 40 07 31;;;;
381;Jardin Roger Genin;6 Rue du 4 Septembre;;Espaces verts et nature;Squares;9396;;;;Aire de jeux.;
1355;Résidence étudiante Hermite;31 BIS Rue Docteur Hermite;www.crous-grenoble.fr/;Education;Services éducatifs;4010;;;;;
436;EHPAD Narvik;6 Rue de Narvik;;Personnes âgées;Logements collectifs seniors;8411;04 76 43 00 99;mapa.narvik@ccas-grenoble.fr;;Equipement géré par le CCAS. Maison d'accueil pour personnes âgées dépendantes.;
1;Compagnie de Chauffage;25 Avenue de Constantine;www.cciag.fr;Institutions et Services Publics;Administrations et services locaux;4075;04 76 33 23 60;;Service clientèle : du lundi au vendredi de 8h à 12h et de 14 h à 18h Dépannage – Intervention : du lundi au vendredi de 8 h à 17 h ;<p>La Compagnie de Chauffage est une Société Anonyme d’Economie Mixte Locale, qui gère depuis 1960, un réseau de chauffage urbain moderne et performant. Second réseau de chaleur après Paris avec plus de 90 000 équivalent-logements, il dessert 7 communes de l’agglomération. Il est devenu au fil du temps, un outil au service du développement local, des économies d’énergies et de la protection de l’environnement.</p> <p><strong>Dépannage - Intervention :</strong> Tél.  +33 (0) 4 76 33 56 56<br><strong>Nuit, Week-end et jours fériés :</strong> Tél. +33 (0) 4 76 33 56 78</p>;
